Date,Open,High,Low,Close,Adj Close,Volume,SP_open,SP_high,SP_low,SP_close,SP_Ajclose,SP_volume,DJ_open,DJ_high,DJ_low,DJ_close,DJ_Ajclose,DJ_volume,EG_open,EG_high,EG_low,EG_close,EG_Ajclose,EG_volume,EU_Price,EU_open,EU_high,EU_low,EU_Trend,OF_Price,OF_Open,OF_High,OF_Low,OF_Volume,OF_Trend,OS_Trend
9/25/2012,171.759995,172.110001,170.5,170.770004,170.770004,10365300,145.960007,146.240005,144.059998,144.100006,127.021065,133165200,13559.9199199999,13620.20996,13457.25,13457.54981,13457.54981,138630000,76.5,77.050003,73.400002,73.5,71.8414689999999,1136900,1.29,1.2933,1.2973,1.2887,0,110.45,109.93,111.47,109.44,195940,1,0
9/26/2012,169.460007,170.050003,168.339996,169.809998,169.809998,12064800,144.070007,144.110001,142.949997,143.289992999999,126.30706,146502200,13458.62988,13480.37012,13406.91016,13413.50977,13413.50977,124350000,72.099998,73.699997,70.5,73.449997,71.792587,1502500,1.2872,1.2899,1.2913,1.2835,0,110.04,109.88,110.23,108.45,198470,0,0
9/27/2012,171.020004,172.600006,170.759995,172.339996,172.339996,10539500,143.889999,144.970001,143.509995,144.639999,127.497062999999,111830300,13413.46973,13522.83008,13413.46973,13485.96973,13485.96973,113990000,74.300003,75.900002,73.25,75.699997,73.991814,752200,1.2914,1.2871,1.2929,1.2828,1,112.01,110.17,112.5,109.68,226560,1,1
9/28/2012,172.029999,172.479996,171.339996,171.889999,171.889999,9681200,144.089996,144.559998,143.460007,143.970001,126.906509,150696100,13485.88965,13487.66016,13367.26953,13437.12988,13437.12988,146950000,75.5,76.699997,74.599998,76.199997,74.480537,803400,1.2858,1.2912,1.2959,1.2837,0,112.39,112.53,113.4,111.52,184800,1,0
10/1/2012,172.830002,173.619995,171.770004,172.289992999999,172.289992999999,10676400,144.520004,145.690002,144.009995,144.350006,127.241432,135911200,13437.66016,13598.25,13437.66016,13515.11035,13515.11035,106120000,77.300003,78.400002,76.199997,76.900002,75.164742,973400,1.2889,1.2859,1.294,1.2803,1,112.19,112.34,113.27,111.47,161820,0,1
10/3/2012,172.509995,172.610001,171.889999,172.410004,172.410004,5647600,144.889999,145.429993,144.130005,145.089996,127.893715,121283100,13479.20996,13536.26953,13439.12012,13494.61035,13494.61035,103890000,76.449997,76.599998,74.150002,74.599998,72.916634,793700,1.2906,1.2919,1.2938,1.2877,0,108.17,111.36,111.36,107.67,240500,0,0
10/4/2012,173.199997,174.070007,172.919998,173.610001,173.610001,10376800,145.639999,146.339996,145.440002,146.130005,128.810486,124311600,13495.17969,13594.33008,13495.17969,13575.36035,13575.36035,106390000,74.449997,76.050003,74.300003,76,74.285049,828000,1.3018,1.2905,1.3032,1.2901,1,112.58,108.2,112.69,108.02,240030,1,1
10/5/2012,172.869995,173.369995,172.009995,172.619995,172.619995,8871000,146.910004,147.160004,145.699997,146.139999,128.81926,124842100,13569.17969,13661.87012,13568.75,13610.15039,13610.15039,115500000,75.300003,75.900002,73.699997,74.550003,72.867775,915500,1.3034,1.3018,1.3072,1.2993,1,112.02,112.45,113.05,110.54,237740,0,0
10/9/2012,171.860001,172.169998,170.559998,170.990005,170.990005,7750700,145.529999,145.649994,144.149994,144.199997,127.109215,148872900,13582.87988,13592.33008,13473.30957,13473.53027,13473.53027,103630000,74.650002,74.699997,71.400002,71.599998,69.984344,795800,1.2885,1.297,1.2991,1.2858,0,114.5,112.22,114.72,111.97,213790,1,1
10/10/2012,170.539992999999,171.339996,170.300003,170.839996,170.839996,7361300,144.179993,144.320007,143.089996,143.279999,126.298241,124247500,13473.53027,13478.83008,13327.62012,13344.96973,13344.96973,101120000,70.75,71.400002,69.900002,70.949997,69.3489989999999,1372100,1.2875,1.2885,1.2914,1.2835,0,114.33,114.23,115.59,113.77,180310,0,0
10/11/2012,171.300003,171.949997,171.130005,171.320007,171.320007,5714900,144.279999,144.490005,143.330002,143.360001,126.368767,123601500,13346.28027,13428.49023,13326.12012,13326.38965,13326.38965,86630000,71.849998,72.400002,70.849998,71.099998,69.495621,563000,1.2927,1.2875,1.2954,1.2826,1,115.71,114.56,116.02,114.42,144680,1,1
10/12/2012,171.149994,171.410004,169.809998,170.059998,170.059998,8266000,143.460007,143.949997,142.580002,142.889999,125.95446,124181900,13325.62012,13401.32031,13296.42969,13328.84961,13328.84961,113740000,71.199997,71.400002,69.949997,70,68.420441,701200,1.295,1.2927,1.2992,1.2921,1,114.62,115.96,115.96,113.94,119850,0,0
10/15/2012,169.009995,169.100006,167.529999,168.350006,168.350006,10704900,143.229996,144.229996,142.770004,144.080002,127.003426,107689100,13329.54004,13437.66016,13325.92969,13424.23047,13424.23047,114880000,69.550003,71,69.300003,70.949997,69.3489989999999,735100,1.295,1.2957,1.298,1.2891,1,115.8,114.64,115.91,113.58,108780,1,1
10/16/2012,168.869995,169.449997,168.669998,169.419998,169.419998,6204000,144.759995,145.639999,144.660004,145.539992999999,128.29039,108815500,13423.83984,13556.37012,13423.75977,13551.78027,13551.78027,113450000,71.199997,73.050003,71.150002,72.449997,70.815155,789600,1.3054,1.295,1.3062,1.2943,1,115.07,115.72,116.2,114.5,20620,0,1
10/17/2012,169.210007,169.949997,168.919998,169.539992999999,169.539992999999,5203400,145.639999,146.320007,145.419998,146.199997,128.872177,128834100,13539.62988,13561.65039,13468.90039,13557,13557,135570000,72.5,74.349998,71.699997,74.099998,72.427925,676800,1.3119,1.3054,1.3141,1.3053,1,113.22,113.93,114.31,112.8,197960,0,1
10/18/2012,168.800003,169.309998,168.589996,168.789992999999,168.789992999999,6607100,145.820007,146.520004,145.330002,145.820007,128.537201,148108500,13553.24023,13588.73047,13510.92969,13548.94043,13548.94043,128410000,73.25,73.699997,70.949997,70.949997,69.3489989999999,801300,1.3066,1.3119,1.3129,1.3055,0,112.42,113.13,113.63,111.57,212560,0,1
10/19/2012,168.419998,168.449997,166.229996,166.970001,166.970001,13860400,145.550003,145.559998,143.050003,143.389999,126.395218,185645200,13545.33008,13545.49023,13312.21973,13343.50977,13343.50977,239080000,70.449997,72.5,69.949997,71.699997,70.082077,697900,1.3022,1.3065,1.3078,1.3012,0,110.14,112.26,113.27,109.9,231130,0,0
10/22/2012,167.080002,167.630005,167.029999,167.580002,167.580002,6366200,143.149994,143.669998,142.279999,143.410004,126.412872,125578600,13344.28027,13368.54981,13235.15039,13345.88965,13345.88965,121880000,70.949997,72.650002,70.949997,72.599998,70.961777,689200,1.306,1.3013,1.3085,1.3011,1,109.44,109.95,110.97,109.12,218730,0,0
10/23/2012,166.039992999999,166.059998,165.119995,165.429993,165.429993,11892500,141.860001,142.059998,140.830002,141.419998,124.658699,192056300,13344.90039,13344.90039,13083.28027,13102.53027,13102.53027,122220000,70.800003,71.900002,70.5,70.75,69.1535189999999,729000,1.2986,1.306,1.3077,1.2952,0,108.25,109.52,109.8,107.31,254990,0,0
10/24/2012,165.779999,165.830002,164.600006,164.860001,164.860001,10794600,141.929993,142.100006,140.800003,141.020004,124.306152,120179400,13103.53027,13155.20996,13063.62988,13077.33984,13077.33984,110670000,71.25,71.800003,69.099998,69.25,67.68737,694200,1.2974,1.2986,1.2999,1.2921,0,107.85,108.31,109.34,106.8,233370,0,0
10/25/2012,166.289992999999,166.529999,165.770004,166.020004,166.020004,7013800,142.020004,142.279999,140.570007,141.429993,124.667503,134457400,13079.63965,13214.11035,13017.37012,13103.67969,13103.67969,114590000,70.650002,72.349998,70.550003,71,69.397881,619400,1.2934,1.2973,1.3024,1.2926,0,108.49,107.59,109.28,107.46,216600,1,1
10/26/2012,166.229996,166.600006,165.770004,165.929993,165.929993,6441300,141.300003,141.839996,140.389999,141.350006,124.597,146023500,13104.21973,13151.71973,13040.16992,13107.20996,13107.20996,134640000,70.800003,71.25,69.400002,69.800003,68.224953,633600,1.2942,1.2934,1.2959,1.2883,1,109.55,108.49,109.7,107.4,210560,1,1
10/31/2012,166.470001,167.279999,166.380005,166.830002,166.830002,4681500,141.850006,142.029999,140.679993,141.350006,124.597,103438500,13107.44043,13189.08008,13052.07031,13096.45996,13096.45996,138160000,71.5,74.300003,70.449997,74.099998,72.427925,731000,1.296,1.2961,1.3023,1.2946,1,108.7,109.14,109.8,108.3,174270,0,1
11/1/2012,167.020004,167.039992999999,166.039992999999,166.070007,166.070007,6018000,141.649994,143.009995,141.520004,142.830002,125.90155,100995600,13099.19043,13273.70996,13099.11035,13232.62012,13232.62012,140510000,73.900002,75.25,73.550003,73.949997,72.281311,497900,1.2942,1.2959,1.2982,1.2923,0,108.17,108.49,109.03,107.75,205330,0,1
11/2/2012,164.449997,164.470001,162.300003,162.600006,162.600006,14763100,143.679993,143.720001,141.410004,141.559998,124.782082,137702200,13232.62012,13289.4502,13076.57031,13093.16016,13093.16016,137660000,73.199997,74,71.300003,71.349998,69.739975,928700,1.2837,1.2942,1.2952,1.28199999999999,0,105.68,108.07,108.8,105.5,222830,0,0
11/5/2012,163.119995,163.419998,162.809998,163.229996,163.229996,6156200,141.350006,142.169998,140.929993,141.850006,125.03775,98378500,13092.28027,13140.58008,13038.70996,13112.44043,13112.44043,95350000,71.550003,71.599998,70.099998,70.150002,68.5670619999999,446000,1.2797,1.2812,1.2843,1.2767,0,107.73,105.55,108.18,104.76,217320,1,1
11/6/2012,163.910004,166.770004,163.610001,166.300003,166.300003,16051800,142.279999,143.520004,142.130005,142.960007,126.016159,107068100,13112.90039,13290.75,13112.90039,13245.67969,13245.67969,105710000,70.650002,73.25,70.449997,73.150002,71.499367,784300,1.2814,1.2795,1.2828,1.2763,1,111.07,107.93,111.31,107.13,259930,1,1
11/7/2012,166.869995,167.130005,165.039992999999,166.490005,166.490005,13195200,141.660004,141.679993,139.059998,139.720001,123.160194,264304500,13228.24023,13228.32031,12876.59961,12932.73047,12932.73047,164250000,73.550003,74.349998,71.150002,74.150002,72.476807,667200,1.2771,1.2813,1.2877,1.2735,0,106.82,110.83,111.64,106.53,265330,0,0
11/8/2012,166.139999,168.160004,166.119995,167.990005,167.990005,8829000,139.699997,140.410004,137.929993,138.039992999999,121.679314,181517300,12932.80957,12980.23047,12811.24023,12811.32031,12811.32031,138350000,74.25,76.900002,73.449997,75.949997,74.236183,623600,1.2747,1.2771,1.2782,1.2718,0,107.25,106.92,108.17,106.12,200130,1,1
11/9/2012,168.210007,168.539992999999,167.550003,167.820007,167.820007,7361000,137.619995,139.440002,137.550003,138.160004,121.785072,201055300,12811.16992,12890.19043,12743.38965,12815.38965,12815.38965,131670000,76.199997,76.599998,74.5,74.550003,72.867775,512000,1.2709,1.2747,1.279,1.2689,0,109.4,107.15,109.78,106.25,201020,1,1
11/13/2012,166.660004,167.940002,166.630005,167.100006,167.100006,6463300,137.539992999999,139.25,137.360001,137.789992999999,121.458916,123018300,12808.70996,12898.25,12748.50977,12756.17969,12756.17969,142200000,72.25,74.900002,71.5,73.849998,72.183563,478700,1.2704,1.2709,1.2728,1.2662,0,108.26,108.7,108.98,107.38,140010,0,0
11/14/2012,167.460007,168.039992999999,166.779999,167.139999,167.139999,8510500,138.210007,138.429993,135.619995,135.929993,119.819359,191505000,12746.54004,12797.73047,12542.67969,12570.9502,12570.9502,162180000,74.050003,74.650002,72.25,72.400002,70.766289,604300,1.2736,1.2706,1.2778,1.27,1,109.61,108.12,110.35,107.8,113910,1,1
11/15/2012,167,167.050003,165.179993,166.089996,166.089996,10023200,135.979996,136.490005,135.179993,135.699997,119.616631,178128400,12571.09961,12600.58984,12496.55957,12542.37988,12542.37988,129150000,72.150002,72.650002,69.5,70.449997,68.860291,796100,1.278,1.2736,1.2803,1.2717,1,110.98,109.68,111.12,109.66,21030,1,0
11/16/2012,165.740005,166.360001,165.470001,165.880005,165.880005,6944000,135.899994,136.639999,134.699997,136.369995,120.207245,239483900,12542.30957,12604.16992,12471.49023,12588.30957,12588.30957,197110000,69.449997,70.800003,69.099998,70.5,68.909172,678400,1.2744,1.278,1.2788,1.2689,0,108.95,107.69,109.25,107.66,200900,0,1
11/19/2012,167.75,168.160004,167.380005,167.869995,167.869995,6764500,137.899994,139.149994,136.410004,139.130005,122.640113999999,151495800,12590.23047,12796.19043,12590.23047,12795.95996,12795.95996,136910000,72.199997,74.599998,71.949997,74.449997,72.770027,701400,1.2813,1.2739,1.2822,1.2731,1,111.7,109.2,112.2,109.19,232660,1,1
11/20/2012,167.75,168.020004,166.839996,167.389999,167.389999,5496100,138.910004,139.419998,138.080002,139.190002,122.693008,119807400,12790.88965,12808.55957,12701.07031,12788.50977,12788.50977,134160000,74.650002,75,73.199997,73.699997,72.036957,638000,1.2818,1.2813,1.283,1.2765,1,109.83,111.8,111.85,109.01,236770,0,0
11/21/2012,167.190002,167.820007,166.970001,167.559998,167.559998,3810700,139.309998,139.570007,139.029999,139.449997,122.92218,81710800,12788.36035,12845.99023,12786.12988,12836.88965,12836.88965,97300000,73.5,76.5,73.349998,75.75,74.040695,675000,1.2829,1.2817,1.2833,1.2734,1,110.86,110.49,111.46,109.55,192520,1,1
11/23/2012,167.970001,170.009995,167.800003,169.610001,169.610001,6110100,140.130005,141.399994,140.039992999999,141.350006,124.597,65409200,12833.12988,13011.4502,12832.98047,13009.53027,13009.53027,61110000,76.5,78.199997,75.699997,77.150002,75.4091189999999,452800,1.2976,1.2883,1.2992,1.2868,1,111.38,110.47,111.54,110.1,103820,1,1
11/26/2012,169.559998,169.729996,169.25,169.429993,169.429993,5377700,140.649994,141.360001,140.190002,141.050003,124.332558,100124400,13008.4502,13008.4502,12900.16992,12967.37012,12967.37012,114360000,76.800003,77.449997,76.050003,77.199997,75.4579699999999,678200,1.2973,1.2972,1.2985,1.2943,0,110.92,111.16,111.48,110.27,134490,0,0
11/27/2012,169.139999,169.399994,168.619995,168.710007,168.710007,7314400,140.910004,141.389999,140.240005,140.330002,123.697891,128646200,12963.37988,12980.19043,12868.25977,12878.12988,12878.12988,117900000,76.849998,77.199997,74.699997,74.849998,73.161003,586800,1.2945,1.297,1.301,1.2915,0,109.87,111,111.36,109.31,178240,0,0
11/28/2012,165.429993,166.839996,165.380005,166.550003,166.550003,12880100,139.759995,141.539992999999,139,141.460007,124.69397,177086500,12875.55957,12989.09961,12765.32031,12985.11035,12985.11035,131000000,73.050003,74.25,72.5,74.199997,72.525665,972200,1.2953,1.2944,1.2956,1.288,1,109.51,109.95,110.17,108.44,192920,0,0
11/29/2012,167.139999,167.5,166.850006,167.179993,167.179993,7446800,141.990005,142.509995,141.369995,142.119995,125.275719,151085900,12977.34961,13062.55957,12961.91992,13021.82031,13021.82031,113620000,74.650002,74.849998,71.650002,72.550003,70.91291,1033200,1.2978,1.2952,1.3014,1.2938,1,110.76,109.7,111.3,109.45,254910,1,1
11/30/2012,166.940002,167.220001,165.529999,166.050003,166.050003,8412300,142.139999,142.419998,141.660004,142.149994,125.302147,136568300,13022.04981,13053.74023,12988.67969,13025.58008,13025.58008,171070000,72.300003,73.050003,71.25,72.400002,70.766289,683100,1.2986,1.2978,1.3028,1.2969,1,111.23,110.35,111.34,110.25,162850,1,1
12/3/2012,166.110001,166.919998,166.039992999999,166.130005,166.130005,6363400,142.800003,142.919998,141.339996,141.449997,124.685127,124656300,13027.73047,13087.32031,12959.41992,12965.59961,12965.59961,112900000,72.25,72.800003,70.25,70.400002,68.811417,663300,1.3054,1.2984,1.3077,1.2972,1,110.92,110.96,112.33,110.6,195730,0,1
12/4/2012,164.059998,164.830002,163.869995,164.419998,164.419998,10208900,141.440002,141.869995,140.869995,141.25,124.508881,127512200,12966.4502,13022.50977,12940.07031,12951.78027,12951.78027,125290000,69.5,70.650002,69,70.099998,68.518188,802900,1.3094,1.3053,1.3109,1.3045,1,109.84,110.92,110.92,109.15,213910,0,0
12/5/2012,164.220001,164.5,163.199997,164.119995,164.119995,10646800,141.369995,142.160004,140.369995,141.5,124.72921,147300500,12948.95996,13089.11035,12923.44043,13034.49023,13034.49023,161230000,69.949997,70.150002,66.599998,66.75,65.243782,1231900,1.3068,1.3095,1.3128,1.3061,0,108.81,109.87,110.57,108.64,184650,0,0
12/6/2012,163.720001,165,163.529999,164.5,164.5,7301600,141.369995,142.039992999999,141.160004,141.979996,125.152298,103220600,13026.19043,13076.87988,13007.83984,13074.04004,13074.04004,116850000,66.900002,68.099998,66.650002,67.900002,66.367828,733800,1.2968,1.3068,1.3088,1.2949,0,107.03,108.63,109.16,106.63,215280,0,0
12/7/2012,164.880005,165.220001,164.600006,165.160004,165.160004,7289500,142.529999,142.690002,141.669998,142.410004,125.531403,108726400,13072.87012,13157.28027,13072.87012,13155.12988,13155.12988,124130000,68.349998,68.849998,67,67.699997,66.17234,479900,1.2927,1.2969,1.2974,1.2881,0,107.02,107.05,107.89,106.66,181180,0,0
12/10/2012,166.110001,166.160004,165.710007,165.800003,165.800003,4646600,142.210007,142.809998,142.149994,142.470001,125.584244,98840700,13154.88965,13195.34961,13139.08008,13169.87988,13169.87988,118530000,68.599998,68.75,67.150002,67.550003,66.025734,536000,1.2941,1.2901,1.2947,1.2879,1,107.33,107.3,108.54,107.01,168700,1,0
12/11/2012,165.449997,165.660004,165.119995,165.649994,165.649994,4724000,143.059998,144.110001,142.990005,143.440002,126.439278,152570400,13170.33984,13306.57031,13170.33984,13248.44043,13248.44043,124510000,67.300003,67.599998,66.75,67,65.4881439999999,383800,1.3006,1.2942,1.3016,1.2929,1,108.01,107.45,108.37,107.09,160060,1,1
12/12/2012,166.199997,166.940002,165.360001,165.770004,165.770004,14164700,144,144.550003,143.309998,143.509995,126.500969,145880100,13250.04981,13329.44043,13227.44043,13245.4502,13245.4502,127510000,67.75,69.349998,66.650002,68.800003,67.247536,913700,1.3074,1.3007,1.3098,1.2994,1,109.5,108.14,110.5,108.14,169430,1,1
12/13/2012,163.869995,164.899994,163.779999,164.369995,164.369995,9332800,143.419998,143.830002,142.270004,142.630005,125.725304,135715000,13241.37988,13264.41016,13147.19043,13170.71973,13170.71973,101190000,67.150002,67.949997,66.150002,66.599998,65.097153,560400,1.3078,1.3074,1.3102,1.3041,1,107.91,109.36,109.52,107.8,77620,0,0
12/14/2012,164.169998,164.479996,164.020004,164.130005,164.130005,5351700,142.320007,142.580002,141.880005,142.100006,125.258102,137701700,13170.79981,13190.41016,13118.45996,13135.00977,13135.00977,117620000,66.5,67.75,66.300003,67.25,65.732491,442200,1.3163,1.3079,1.3175,1.3067,1,109.15,108.2,109.58,108.2,16500,1,1
12/17/2012,164.160004,164.619995,164.130005,164.440002,164.440002,8173300,142.470001,143.850006,142.429993,143.770004,126.730164,143238200,13135.16992,13244.33008,13134.62988,13235.38965,13235.38965,142980000,67.550003,68.050003,66.449997,68,66.4655689999999,553000,1.3165,1.319,1.3192,1.3144,1,107.64,108.3,108.5,107.58,129070,0,1
12/18/2012,164.350006,164.429993,160.899994,162.080002,162.080002,23995000,144,145.5,143.789992999999,145.369995,128.140533,177762800,13236.61035,13365.86035,13232.58008,13350.95996,13350.95996,152920000,68.050003,68.25,64.400002,65.349998,63.875362,834800,1.323,1.3164,1.3239,1.3155,1,108.84,107.98,108.98,107.93,137270,1,1
12/19/2012,161.309998,162.220001,161.110001,161.690002,161.690002,12991600,145.529999,145.580002,144.240005,144.289992999999,127.188545,150895400,13351.04004,13357.7002,13251.74023,13251.96973,13251.96973,149020000,64.949997,65.050003,63.349998,63.599998,62.164852,509300,1.3228,1.323,1.331,1.3222,0,110.36,108.9,110.48,108.74,162390,1,1
12/20/2012,159.869995,160.119995,158.389999,159.729996,159.729996,25148400,144.380005,145.139999,143.979996,145.119995,127.920128,168487000,13246.66992,13314.63965,13216.03027,13311.71973,13311.71973,119800000,62.5,63.549999,61.900002,63.299999,61.871635,703500,1.3244,1.3228,1.3297,1.3189,1,110.2,110.1,110.66,109.7,136540,0,1
12/21/2012,159.820007,160.759995,159.779999,160.330002,160.330002,13445400,142.169998,144.089996,141.940002,142.789992999999,126.759018,245883800,13309.9502,13309.9502,13122.53027,13190.83984,13190.83984,413270000,63.200001,64.599998,62.849998,63.599998,62.164852,566500,1.3188,1.3245,1.3255,1.3159,0,108.97,110.2,110.28,108.66,132660,0,0
12/24/2012,160.880005,160.960007,160.470001,160.619995,160.619995,3699400,142.479996,142.559998,142.190002,142.350006,126.368462,53874600,13190.15039,13190.37988,13128.54981,13138.92969,13138.92969,47710000,63.599998,64.150002,62.950001,63.5,62.067112,164500,1.3186,1.3188,1.3234,1.3167,0,108.8,109.02,109.22,108.13,49450,0,0
12/26/2012,161.360001,161.490005,160.639999,160.779999,160.779999,4961800,142.639999,142.710007,141.350006,141.75,125.835785,106947700,13138.84961,13174.87988,13076.87012,13114.58984,13114.58984,79410000,64.449997,64.449997,62.950001,63.599998,62.164852,266000,1.3224,1.3183,1.3255,1.317,1,111.07,109.15,111.52,109,75290,1,1
12/27/2012,160.229996,161.309998,160.050003,161.160004,161.160004,8937700,141.789992999999,142.080002,139.919998,141.559998,125.667068,167920600,13114.96973,13141.74023,12964.08008,13096.30957,13096.30957,100160000,62.950001,64.349998,62.650002,63.599998,62.164852,691500,1.3236,1.3225,1.3285,1.3201,1,110.8,110.78,111.33,110.1,104800,0,0
12/28/2012,160.940002,160.970001,160.149994,160.539992999999,160.539992999999,6852900,140.639999,141.419998,139.869995,140.029999,124.308876,148806700,13095.08008,13095.45996,12926.86035,12938.11035,12938.11035,85980000,63.450001,64,62.650002,62.75,61.334038,350300,1.3216,1.3236,1.3258,1.3167,0,110.62,111.24,111.38,109.83,117890,0,0
12/31/2012,160.899994,162.75,160.770004,162.020004,162.020004,11786200,139.660004,142.559998,139.539992999999,142.410004,126.421715,243935200,12938.19043,13109.12988,12883.88965,13104.13965,13104.13965,145740000,62.849998,64.650002,62.75,64.400002,62.946804,485300,1.3196,1.3214,1.3236,1.3173,0,111.11,110.35,111.34,109.38,98680,1,1
1/2/2013,163.490005,164.139999,163.139999,163.169998,163.169998,10431800,145.110001,146.149994,144.729996,146.059998,129.66188,192059000,13104.29981,13412.70996,13104.29981,13412.54981,13412.54981,161430000,65.800003,66.5,65.599998,66.300003,64.8039319999999,456900,1.3186,1.3205,1.3302,1.3157,0,112.47,111.5,112.9,111.27,183140,1,1
1/3/2013,162.479996,162.880005,160.830002,161.199997,161.199997,16117500,145.990005,146.369995,145.339996,145.729996,129.368927,144761800,13413.00977,13430.59961,13358.29981,13391.36035,13391.36035,129630000,66.25,66.300003,63.049999,63.349998,61.920502,649600,1.3048,1.3187,1.3192,1.3046,0,112.14,112.2,112.42,111.63,190290,0,0
1/4/2013,159.520004,160.630005,158.889999,160.440002,160.440002,19179800,145.970001,146.610001,145.669998,146.369995,129.937088,116817700,13391.04981,13447.11035,13376.23047,13435.20996,13435.20996,107590000,62.75,63.5,61.75,63.299999,61.871635,596000,1.3069,1.3048,1.3091,1.2999,1,111.31,111.72,111.78,110.38,191330,0,1
1/7/2013,159.360001,159.960007,159.149994,159.429993,159.429993,9361800,145.850006,146.110001,145.429993,145.970001,129.582047,110002500,13436.12988,13436.12988,13343.32031,13384.29004,13384.29004,113120000,62.650002,63.25,61.799999,61.950001,60.552097,462800,1.3117,1.3072,1.3121,1.3018,1,111.4,111.42,111.69,110.54,203500,1,1
1/8/2013,160.460007,160.990005,160.009995,160.559998,160.559998,7694800,145.710007,145.910004,144.979996,145.550003,129.209152,121265100,13377.41992,13377.41992,13293.12988,13328.84961,13328.84961,129570000,61.849998,62.25,61.150002,62.150002,60.747581,552700,1.3083,1.3116,1.3142,1.3058,0,111.94,111.42,112.47,111.12,194000,1,0
1/9/2013,160.770004,160.830002,159.899994,160.490005,160.490005,8334200,145.869995,146.320007,145.639999,145.919998,129.537582,90745600,13329.91992,13416.54981,13329.08008,13390.50977,13390.50977,123070000,62.049999,62.299999,60.599998,61.700001,60.307732,712800,1.3064,1.3081,1.3096,1.3037,0,111.76,111.9,112.23,111.11,171950,0,1
1/10/2013,161.610001,162.559998,161.610001,161.979996,161.979996,11432600,146.729996,147.089996,145.970001,147.080002,130.567337,130735400,13391.82031,13478.2002,13382.29004,13471.21973,13471.21973,133520000,62.5,64.5,62.5,64.199997,62.751316,638400,1.3271,1.3065,1.3273,1.3039,1,111.89,111.68,113.29,111.6,196970,1,1
1/11/2013,161.860001,161.899994,160.110001,161.059998,161.059998,13675600,147.039992999999,147.149994,146.610001,147.070007,130.558502,113917300,13471.4502,13496.67969,13439.96973,13488.42969,13488.42969,119200000,64.300003,65.550003,63.900002,65.25,63.777626,715200,1.3344,1.3272,1.3366,1.3248,1,110.64,111.95,111.95,109.6,168070,0,0
1/14/2013,161.880005,161.970001,161.130005,161.539992999999,161.539992999999,7289000,146.889999,147.070007,146.429993,146.970001,130.469757,89567200,13488.42969,13520.17969,13459.83984,13507.32031,13507.32031,118460000,65.849998,66.699997,65.099998,65.150002,63.67989,469400,1.3383,1.334,1.3404,1.3334,1,111.88,110.62,112.15,110.31,110230,1,1
1/15/2013,162.800003,163.169998,162.350006,162.559998,162.559998,10077800,146.289992999999,147.210007,146.199997,147.070007,130.558502,93172600,13507.32031,13546.37012,13445.79981,13534.88965,13534.88965,102280000,65.449997,66.650002,64.75,65.599998,64.119728,534300,1.3304,1.3382,1.3394,1.3268,0,110.3,111.93,112.46,110.19,101260,0,0
1/16/2013,162.419998,163.029999,162.149994,162.649994,162.649994,9214700,146.770004,147.279999,146.610001,147.050003,130.540771,104849500,13534.88965,13534.88965,13468.95996,13511.23047,13511.23047,118540000,65,65.400002,64.449997,64.599998,63.142296,303500,1.329,1.3304,1.3325,1.3257,0,110.61,110.52,110.84,110.24,19710,1,1
1/17/2013,161.940002,164.399994,161.830002,163.350006,163.350006,14911400,147.699997,148.419998,147.149994,148,131.384079,133833500,13511.23047,13633.88965,13510.24023,13596.01953,13596.01953,183900000,64.150002,64.900002,63.400002,64.050003,62.60471,446400,1.3377,1.3291,1.339,1.3271,1,111.1,109.74,111.38,109.45,206290,1,1
1/18/2013,163.949997,163.970001,163.020004,163.089996,163.089996,10038100,147.970001,148.490005,147.429993,148.330002,131.677062999999,169906000,13596.01953,13649.92969,13571.86035,13649.7002,13649.7002,260900000,64.099998,64.550003,63.400002,64.150002,62.702454,306700,1.3319,1.3377,1.3403,1.3281,0,111.89,111.1,111.97,110.47,182510,1,1
1/22/2013,163.479996,164.220001,163.369995,163.669998,163.669998,8587900,148.330002,149.130005,147.979996,149.130005,132.387238,111797300,13649.7002,13712.20996,13622.95996,13712.20996,13712.20996,144300000,64,66.300003,63.5,65.650002,64.168594,556000,1.3321,1.3312,1.3373,1.3268,1,112.42,111.71,112.65,111.35,207850,1,1
1/23/2013,163.919998,163.949997,163,163.210007,163.210007,6697000,149.130005,149.5,148.860001,149.369995,132.600281,104596100,13712.20996,13794.29004,13710.12988,13779.33008,13779.33008,104490000,65.150002,66.199997,64.150002,64.199997,62.751316,469600,1.3318,1.3321,1.3356,1.3265,0,112.8,112.42,113.15,112.06,239710,1,0
1/24/2013,161.979996,162.270004,161.179993,161.419998,161.419998,13188300,149.149994,150.139999,149.009995,149.410004,132.635803,146426400,13779.33008,13879.66016,13779.33008,13825.33008,13825.33008,124780000,63.25,64.050003,60.849998,60.900002,59.525787,593500,1.3376,1.3319,1.3394,1.3287,1,113.28,112.76,113.65,112.4,211580,1,1
1/25/2013,160.559998,161.039992999999,160.309998,160.649994,160.649994,9037400,149.880005,150.25,149.369995,150.25,133.3815,147211600,13825.33008,13895.98047,13825.33008,13895.98047,13895.98047,130300000,60.450001,60.700001,57,57.299999,56.0070189999999,1317700,1.3462,1.3377,1.3481,1.335,1,113.28,113.28,113.84,112.83,204350,0,1
